424.1	0.001547	-87.23	1.489	-0.2985	3.11	-1.034	-2.476	-1.536	0.7577	2.234	-0.6529	-1.817	-3.251	-3.265	0.0919668825668304	
180.7	0.001363	-104.6	11.02	-0.6668	1.596	-0.4048	-2.668	-2.824	-3.448	-2.056	-2.752	0.716	3.172	0.8292	0.0954105066045066	
153.9	0.001514	-108.2	6.184	4.725	3.296	4.662	0.4274	-3.458	-1.895	-1.643	-1.207	-1.388	1.387	4.379	0.0950024037151252	
192.8	8.926E-4	-117.6	1.169	-1.258	2.954	1.785	-2.645	-1.879	-3.74	-2.521	-2.335	-2.301	0.5558	3.821	0.0964077916529639	
252.2	6.738E-4	-99.71	4.97	1.439	-0.1561	1.827	-0.924	-1.804	-2.494	-3.275	-4.885	-3.455	-2.006	-0.8583	0.0950891682605394	
348.8	9.198E-4	-83.94	-4.885	-0.894	4.101	2.46	3.153	-0.6735	-0.4825	-1.321	-1.396	1.635	1.915	2.218	0.0921741	
257.2	9.404E-4	-92.16	3.971	-2.291	1.486	-0.7598	1.018	-4.052	-2.329	-1.956	0.8536	-0.1032	-0.01161	-1.011	0.0924442243330639	
153.5	5.52E-4	-114.5	4.282	2.656	3.972	0.8569	1.328	-3.323	-2.986	-1.202	-4.652	-0.1154	-1.213	0.8732	0.0961612724923076	
108.1	0.003297	-101.8	9.799	5.299	2.589	2.035	1.676	-1.976	-1.184	-0.05464	-0.9761	-0.8249	-2.585	-2.429	0.100475789880037	
140.4	0.002755	-99.43	10.55	0.5966	2.408	2.205	3.941	-2.143	-1.83	-1.246	-4.432	-0.936	-1.31	-0.7579	0.1026089	
110.3	0.001297	-117.4	10.62	4.275	2.296	3.375	1.807	-0.9289	-2.198	-0.6606	-2.864	-0.7293	-0.8384	-0.3747	0.100951637471787	
194.7	7.639E-4	-115.1	7.482	3.007	1.481	3.78	-0.1308	-1.855	-2.368	-1.395	2.762	1.021	-2.061	-4.947	0.0949798626351243	
158.9	0.002407	-109.0	10.58	2.021	1.533	0.2695	-2.198	-2.386	-4.184	-2.481	-1.576	1.722	4.064	3.777	0.100135141846224	
155.1	0.002056	-109.1	5.733	1.236	4.539	0.008179	0.7719	-5.247	-2.396	0.8673	2.361	3.76	0.5579	0.922	0.102889465919423	
182.2	6.625E-4	-117.4	5.362	1.492	-0.8954	0.128	0.733	-2.245	-3.391	-0.3138	0.637	1.136	-1.093	-0.9254	0.105194946021841	
228.9	4.308E-4	-113.8	6.909	3.156	1.182	-1.829	-2.067	-2.738	-2.481	2.25	1.451	-0.7328	-4.793	-4.213	0.105794471646341	
385.1	6.484E-4	-103.4	-1.179	-0.2905	0.4758	-4.439	-1.132	-4.07	-1.643	-0.8205	-0.7215	5.209	3.526	0.2872	0.105674091072827	
447.3	0.001359	-86.24	-1.979	1.577	1.642	-1.49	0.298	-0.4493	2.818	2.634	0.5834	-1.669	-0.2729	2.171	0.105359304471858	
198.2	9.436E-4	-112.8	7.018	0.3104	-0.3927	-0.7608	-1.228	-2.053	2.092	0.8791	1.161	1.789	-1.698	-0.8743	0.1056523	
294.4	7.895E-4	-97.18	5.367	2.924	1.208	0.378	-0.5324	-0.9987	-0.218	2.883	-0.9018	-4.277	-4.533	0.3911	0.1056523	
326.9	7.019E-4	-109.4	-0.5432	-0.536	-1.083	-4.771	-2.533	-0.1522	2.131	-0.2217	0.2269	3.955	0.3395	1.344	0.1056523	
457.3	0.001956	-87.35	0.01008	3.084	2.24	-3.591	0.1164	1.674	4.833	-1.65	-4.026	1.83	4.326	1.243	0.1056523	
253.2	0.001306	-108.2	4.268	-0.5724	1.423	-3.233	0.4302	0.1829	3.639	-1.41	-2.139	1.908	3.39	1.572	0.106512206357143	
323.6	7.4E-4	-92.21	4.828	2.934	1.75	0.7536	-0.7155	-0.05771	0.4169	0.1024	-3.964	-1.793	0.313	1.288	0.106278044075556	
739.3	0.00124	-98.92	-7.593	3.185	3.904	-3.707	0.8298	-3.753	1.783	3.137	2.317	-3.114	-2.21	4.681	0.102664782200685	
251.7	0.001569	-86.97	2.638	1.442	2.043	1.557	0.2789	-2.716	-0.2162	1.667	4.544	1.105	-2.909	-2.09	0.10081543696	
226.8	0.001293	-116.3	7.693	1.929	0.7303	-1.55	0.3469	-3.268	-1.424	4.548	4.386	1.704	-4.372	-4.047	0.100659542662473	
290.3	5.284E-4	-100.2	4.887	3.785	0.1279	0.4685	-0.9398	-1.41	-2.446	2.191	1.971	-0.648	-4.221	-3.486	0.0764560774086551	
138.9	9.252E-4	-99.79	3.506	5.439	2.1	3.929	1.749	-2.946	-1.128	2.065	4.548	1.556	-1.816	-3.594	0.0123625083339954	
292.3	5.438E-4	-110.7	1.684	4.699	3.246	0.2406	1.417	-2.877	2.549	1.71	-0.09891	0.5074	-0.02485	0.1878	-0.00464644953441297	
503.6	7.49E-4	-109.3	-6.298	1.902	1.726	-3.728	-0.1749	-3.97	5.199	5.425	-0.4261	-4.868	-4.412	2.056	-0.00726224001591092	
577.3	0.00149	-84.46	-3.798	-3.739	1.681	-2.672	0.1991	-4.923	-2.481	-1.107	2.272	-0.9288	-3.92	-3.278	-0.00364536647443293	
400.2	8.197E-4	-106.6	1.989	-3.087	-0.4165	-2.747	-1.139	-6.068	-3.665	0.5043	1.014	-0.9819	-1.519	-1.486	-0.00703089210950081	
218.8	4.024E-4	-114.4	6.854	0.06248	0.4306	0.22	1.497	-3.131	-3.227	3.033	-2.591	-1.742	3.803	1.701	-0.00601649514644352	
156.5	7.594E-5	-127.2	7.272	2.116	-1.261	1.504	0.04062	-1.8	-2.869	2.09	-2.774	-0.8356	2.391	2.86	-0.00565411235836209	
164.9	1.078E-4	-128.7	6.345	6.214	0.3381	2.782	0.6357	-0.488	-2.358	-0.08017	-0.778	-0.1819	0.6506	1.98	-0.0106001427846432	
129.0	8.962E-5	-118.6	3.03	4.185	2.635	1.649	1.043	-0.8634	-1.81	-2.29	0.325	0.5097	0.4598	-0.0471	-0.0145406686432994	
167.1	1.738E-4	-140.6	0.05512	6.881	2.955	4.516	1.785	1.187	-1.337	-0.8769	-0.2354	1.079	0.4756	0.6724	-0.0152758635082224	
240.0	4.098E-5	-115.1	-0.04124	2.527	5.633	0.8468	0.3326	0.05847	-0.8831	0.5868	-1.784	-1.105	-1.04	-0.02502	-0.0138113583040517	
576.1	0.00133	-116.5	-5.726	-0.7505	7.812	2.533	1.774	-1.52	-0.7817	-0.3213	-2.974	-1.014	1.208	3.999	-0.0121275603803487	
314.5	0.001607	-105.6	2.138	0.8207	4.066	3.359	3.959	-2.457	0.2785	-1.045	-5.806	0.9793	1.442	4.471	-0.0108998476294484	
129.1	7.517E-4	-114.7	11.52	1.628	0.5979	0.3821	0.565	0.2497	-2.23	0.04266	-2.592	-0.2791	0.721	-0.7476	-0.00911771933983758	
236.2	3.183E-4	-97.79	3.77	4.062	3.035	0.115	0.1787	0.7366	-2.058	-2.043	-2.206	0.3308	-1.097	0.1342	-0.00816220927922079	
398.9	5.621E-4	-110.4	0.405	0.2361	4.353	-0.5629	1.004	-2.073	-2.405	-0.278	4.476	2.666	0.3932	0.5402	-0.0099999	
252.3	7.077E-4	-103.2	0.8355	5.668	5.451	1.944	0.3591	-0.2448	-0.6713	1.066	3.631	-2.93	-1.887	-1.7	-0.0099999	
866.4	0.002066	-90.54	-9.507	1.747	3.806	-4.039	1.916	-6.595	2.431	2.783	-2.385	-1.051	-3.53	-1.035	-0.00832585802482342	
588.9	0.001382	-78.8	-1.286	-1.462	3.464	-1.615	2.739	-4.957	-1.722	-0.7414	-3.999	-0.44	-1.818	-0.7902	-0.00608680000000001	
279.6	0.001335	-101.6	3.803	-4.503	3.983	-1.553	2.086	-2.064	-2.458	-3.465	-0.9949	-0.2509	-1.593	-1.462	-0.00621067375937167	
125.5	0.001442	-95.62	4.683	5.58	4.5	1.877	1.405	-2.475	-2.315	0.9593	0.861	-0.7177	-2.622	-1.912	-0.00652160000000002	
143.9	0.004568	-120.5	9.043	5.143	2.536	-0.5118	-0.1519	-6.263	-5.642	-0.24	1.362	0.1903	-3.062	-0.7946	-0.00652160000000002	
190.5	0.001828	-99.29	4.986	5.91	1.662	0.7729	-1.63	-2.71	-4.143	-1.724	-0.607	-1.262	-2.403	-0.3726	-0.00652160000000002	
113.4	0.001786	-109.5	11.49	4.017	0.01497	1.267	1.812	-1.745	-1.09	1.331	-0.1956	1.365	-1.141	-0.5913	-0.00608690000000002	
114.4	0.002607	-115.5	10.28	6.676	0.9582	3.152	-0.862	-0.6022	-0.8403	-2.852	-0.8846	0.8822	-0.6884	-1.642	-0.00565210000000002	
