4.587986e-02;7.628211e-02;1.598879e-01;6.139633e-02;8.914323e-02;5.488853e-02;1.096402e-01;7.339465e-02;5.498232e-02;1.778352e-01;6.110964e-02;3.556006e-02
3.881284e-02;7.160672e-02;2.288397e-01;5.101293e-02;8.636104e-02;4.045334e-02;9.904939e-02;5.178298e-02;3.383284e-02;2.240163e-01;4.769329e-02;2.653864e-02
3.275448e-02;6.435741e-02;2.585361e-01;4.900693e-02;7.956649e-02;2.906020e-02;8.575638e-02;4.076654e-02;2.173169e-02;2.876092e-01;3.291455e-02;1.794006e-02
2.939980e-02;6.115071e-02;2.499249e-01;5.190029e-02;8.253317e-02;2.713184e-02;6.454059e-02;4.209385e-02;1.700929e-02;3.384067e-01;2.085942e-02;1.504942e-02
2.695014e-02;6.744646e-02;2.279736e-01;5.812932e-02;9.602544e-02;3.023105e-02;5.137146e-02;4.351085e-02;2.081891e-02;3.447294e-01;1.453989e-02;1.827352e-02
3.678791e-02;8.867101e-02;2.071002e-01;6.013857e-02;9.447029e-02;3.500759e-02;6.004291e-02;4.093169e-02;3.863250e-02;2.821210e-01;2.926731e-02;2.682901e-02
5.559985e-02;1.019722e-01;1.962880e-01;5.227937e-02;7.031313e-02;4.196125e-02;7.259577e-02;4.006252e-02;5.878061e-02;2.196602e-01;4.953518e-02;4.095194e-02
6.037534e-02;9.559539e-02;1.799237e-01;4.574718e-02;5.199130e-02;5.546132e-02;7.733430e-02;4.336336e-02;6.664675e-02;2.072732e-01;5.828930e-02;5.799891e-02
5.463932e-02;8.147873e-02;1.802400e-01;4.909372e-02;4.896494e-02;6.661562e-02;8.236101e-02;4.329517e-02;6.618048e-02;1.953502e-01;5.882531e-02;7.295550e-02
4.647740e-02;6.713133e-02;1.848831e-01;5.545628e-02;5.338080e-02;7.374641e-02;9.626859e-02;4.235683e-02;6.276748e-02;1.772039e-01;5.874103e-02;8.158677e-02
4.155362e-02;5.387672e-02;1.884187e-01;6.472224e-02;6.302099e-02;7.573754e-02;1.111622e-01;4.199270e-02;6.132525e-02;1.502989e-01;6.740348e-02;8.048761e-02
4.860748e-02;4.628546e-02;1.847520e-01;7.498090e-02;7.585742e-02;7.383550e-02;1.212617e-01;4.394588e-02;6.340430e-02;1.130559e-01;8.578233e-02;6.823111e-02
6.327114e-02;5.179634e-02;1.674369e-01;7.643876e-02;8.868393e-02;7.503894e-02;1.271994e-01;5.129133e-02;5.603898e-02;9.954280e-02;9.093972e-02;5.232177e-02
6.158626e-02;5.423824e-02;2.150321e-01;6.111876e-02;9.342000e-02;6.570207e-02;1.242169e-01;4.974440e-02;3.907919e-02;1.252633e-01;7.108428e-02;3.951446e-02
5.374809e-02;5.113992e-02;2.781818e-01;4.259558e-02;9.121608e-02;5.110729e-02;1.252299e-01;4.419113e-02;2.758751e-02;1.502917e-01;5.368321e-02;3.102779e-02
4.691905e-02;5.716446e-02;2.868462e-01;3.305224e-02;8.362126e-02;3.925893e-02;1.232674e-01;4.524484e-02;3.232203e-02;1.699363e-01;4.964623e-02;3.272104e-02
3.687306e-02;7.016117e-02;2.919190e-01;4.675048e-02;7.373006e-02;3.326534e-02;1.040755e-01;4.770473e-02;4.528181e-02;1.583928e-01;5.152927e-02;4.031675e-02
3.399329e-02;6.716325e-02;3.407768e-01;7.339770e-02;6.815477e-02;3.185075e-02;7.419863e-02;4.060952e-02;4.921622e-02;1.246844e-01;5.709229e-02;3.886231e-02
3.843505e-02;5.765989e-02;3.306080e-01;1.152731e-01;6.352492e-02;3.226387e-02;5.753828e-02;3.755568e-02;4.378532e-02;1.206144e-01;7.460816e-02;2.813326e-02
3.648818e-02;6.308152e-02;2.513612e-01;1.722516e-01;5.424286e-02;3.202675e-02;5.863683e-02;3.987246e-02;3.877798e-02;1.394097e-01;9.632117e-02;1.752971e-02
3.256841e-02;9.261183e-02;1.874003e-01;1.861326e-01;5.296068e-02;2.995919e-02;5.792626e-02;4.291583e-02;4.380891e-02;1.541950e-01;1.015087e-01;1.801233e-02
2.937932e-02;1.412929e-01;1.912093e-01;1.446010e-01;5.749300e-02;2.582951e-02;5.609145e-02;4.293951e-02;5.866273e-02;1.488695e-01;8.069885e-02;2.293294e-02
3.157541e-02;1.911362e-01;1.904292e-01;9.485206e-02;6.251360e-02;2.753007e-02;6.030501e-02;4.030394e-02;7.622194e-02;1.464213e-01;5.232537e-02;2.638589e-02
3.553558e-02;2.079553e-01;1.916233e-01;5.745833e-02;7.122549e-02;3.339919e-02;7.652601e-02;3.371557e-02;7.842389e-02;1.521644e-01;3.159811e-02;3.037474e-02
4.438234e-02;1.767929e-01;1.826140e-01;4.685445e-02;7.969592e-02;3.957151e-02;9.283549e-02;3.199350e-02;7.047085e-02;1.585096e-01;3.219437e-02;4.408512e-02
6.006433e-02;1.390901e-01;1.467613e-01;5.697775e-02;8.281077e-02;4.590083e-02;9.423138e-02;4.010316e-02;7.061765e-02;1.519416e-01;4.611562e-02;6.538549e-02
6.266732e-02;1.085949e-01;2.111296e-01;5.954460e-02;7.394179e-02;4.631933e-02;7.541014e-02;5.074380e-02;7.440824e-02;1.206384e-01;4.817144e-02;6.843047e-02
5.235539e-02;8.935183e-02;3.048949e-01;5.676710e-02;6.156663e-02;4.288499e-02;6.649162e-02;5.845221e-02;6.960863e-02;9.577929e-02;4.511126e-02;5.673619e-02
3.855601e-02;7.624126e-02;3.741786e-01;5.058616e-02;4.816343e-02;3.766659e-02;7.375317e-02;6.152429e-02;6.344665e-02;8.690653e-02;4.107924e-02;4.789803e-02
3.329231e-02;6.065630e-02;4.033159e-01;4.578054e-02;3.749708e-02;3.306570e-02;9.057607e-02;6.217010e-02;6.400737e-02;8.888499e-02;3.710100e-02;4.365266e-02
4.666074e-02;4.514994e-02;3.696994e-01;4.053487e-02;4.368126e-02;3.328016e-02;1.032925e-01;6.677821e-02;7.277085e-02;9.215517e-02;4.308655e-02;4.291031e-02
5.621386e-02;3.877003e-02;3.520535e-01;4.263597e-02;5.178525e-02;3.453820e-02;1.027391e-01;6.857461e-02;8.019458e-02;8.568822e-02;4.569511e-02;4.111146e-02
4.513226e-02;3.329860e-02;4.287955e-01;2.999103e-02;4.285178e-02;3.131148e-02;9.848861e-02;5.818414e-02;7.312273e-02;8.944827e-02;3.410568e-02;3.526996e-02
3.104241e-02;3.323063e-02;4.812249e-01;2.845744e-02;3.091833e-02;2.881576e-02;9.379821e-02;4.779435e-02;6.092412e-02;1.077236e-01;2.527888e-02;3.079131e-02
2.912539e-02;3.506348e-02;4.535557e-01;4.582270e-02;3.340104e-02;3.015060e-02;9.362109e-02;4.683021e-02;5.743237e-02;1.196632e-01;2.448812e-02;3.084609e-02
3.941322e-02;4.510922e-02;3.796586e-01;5.932334e-02;4.790158e-02;3.671496e-02;9.524448e-02;5.911940e-02;6.324767e-02;1.139414e-01;2.611941e-02;3.420663e-02
4.784535e-02;5.078648e-02;3.417420e-01;6.474588e-02;6.656986e-02;3.877918e-02;8.676577e-02;6.937180e-02;6.750620e-02;9.608936e-02;2.625983e-02;4.353826e-02
4.515091e-02;4.455872e-02;3.301330e-01;8.005732e-02;8.037564e-02;3.873900e-02;6.926865e-02;7.038234e-02;7.591607e-02;8.777563e-02;2.764708e-02;4.999569e-02
3.336081e-02;3.492136e-02;2.813995e-01;1.260649e-01;1.148798e-01;3.453160e-02;5.005340e-02;6.400956e-02;8.134972e-02;8.708201e-02;3.389069e-02;5.845666e-02
2.110172e-02;3.220321e-02;1.913855e-01;1.526892e-01;2.257282e-01;2.588484e-02;3.352315e-02;4.771987e-02;7.191284e-02;7.796416e-02;3.883436e-02;8.105295e-02
1.613923e-02;2.424948e-02;1.453125e-01;1.167202e-01;3.658893e-01;1.649617e-02;2.395568e-02;3.229689e-02;6.137240e-02;6.287377e-02;3.202695e-02;1.026674e-01
1.730717e-02;2.186497e-02;1.263394e-01;6.488418e-02;4.573230e-01;1.326521e-02;2.009735e-02;2.111789e-02;6.708888e-02;5.553815e-02;2.284214e-02;1.123316e-01
2.673723e-02;3.084015e-02;1.013076e-01;3.631699e-02;4.710699e-01;2.005729e-02;2.090362e-02;1.982525e-02;8.061818e-02;5.643168e-02;2.529315e-02;1.105989e-01
